vocab_size,train_seconds,val_macro_f1,test_macro_f1,test_top1_accuracy
50,17.646594541991362,0.025649047782227433,0.020551374512529984,0.0258
100,38.25998666600208,0.03131897301920274,0.026982991824139147,0.0334
200,164.06092183299188,0.031052235561386303,0.02751873177470686,0.0342
400,333.6318494169973,0.029965408781782936,0.029304329719285534,0.0386
